date,temp,elev
2001-01-19 12:00:00,10.333,303.940
2001-01-19 12:00:00,10.389,293.440
2001-01-19 12:00:00,10.389,287.240
2001-01-19 12:00:00,10.500,281.340
2001-01-19 12:00:00,10.500,277.740
2001-01-19 12:00:00,10.556,271.740
2001-01-19 12:00:00,10.611,259.340
2001-01-19 12:00:00,9.722,247.540
2001-01-19 12:00:00,10.833,246.240
2001-01-19 12:00:00,10.722,243.540
2001-01-19 12:00:00,10.778,236.740
2001-01-19 12:00:00,10.889,222.540
2001-01-19 12:00:00,9.889,217.640
2001-01-19 12:00:00,10.944,212.740
2001-01-19 12:00:00,11.167,212.040
2001-01-19 12:00:00,11.167,203.840
2001-01-19 12:00:00,11.167,202.940
2001-01-19 12:00:00,11.111,200.940
2001-01-19 12:00:00,11.222,193.040
2001-01-19 12:00:00,11.111,192.040
2001-01-19 12:00:00,11.333,190.140
2001-01-19 12:00:00,11.278,179.240
2001-01-19 12:00:00,11.333,176.040
2001-01-19 12:00:00,11.333,168.140
2001-01-19 12:00:00,11.389,165.140
2001-01-19 12:00:00,11.389,164.840
2001-01-19 12:00:00,11.389,146.740
2001-01-19 12:00:00,11.389,144.140
2001-01-19 12:00:00,11.389,139.540
2001-01-19 12:00:00,11.389,137.240
2001-01-19 12:00:00,11.444,136.240
2001-01-19 12:00:00,11.389,135.340
2001-01-19 12:00:00,11.389,131.040
2001-01-19 12:00:00,11.444,127.740
2001-01-19 12:00:00,11.389,124.440
2001-01-19 12:00:00,11.333,121.840
2001-01-19 12:00:00,11.444,118.240
2001-01-19 12:00:00,11.389,117.940
2001-01-19 12:00:00,11.389,112.340
2001-01-19 12:00:00,11.444,108.440
2001-01-19 12:00:00,11.389,107.140
2001-01-19 12:00:00,11.389,105.140
2001-01-19 12:00:00,11.444,104.840
2001-01-19 12:00:00,11.389,95.640
2001-01-19 12:00:00,11.444,93.340
2001-01-19 12:00:00,11.389,88.440
2001-01-19 12:00:00,11.444,82.840
2001-01-19 12:00:00,11.389,82.440
2001-01-19 12:00:00,11.389,82.140
2001-01-19 12:00:00,11.389,78.240
2001-01-19 12:00:00,11.444,74.940
2001-01-19 12:00:00,11.333,69.040
2001-01-19 12:00:00,11.444,69.040
2001-01-19 12:00:00,11.389,66.440
2001-01-19 12:00:00,11.444,59.840
2001-01-19 12:00:00,11.444,56.240
2001-01-19 12:00:00,11.444,55.240
2001-01-19 12:00:00,11.444,49.640
2001-01-19 12:00:00,11.389,48.740
2001-01-19 12:00:00,11.444,48.040
2001-01-19 12:00:00,11.444,44.440
2001-01-19 12:00:00,11.444,43.440
2001-01-19 12:00:00,11.444,42.440
2001-01-19 12:00:00,11.389,39.140
2001-01-19 12:00:00,11.444,36.940
2001-01-19 12:00:00,11.444,35.940
2001-01-19 12:00:00,11.444,32.640
2001-01-19 12:00:00,11.444,30.640
2001-01-19 12:00:00,11.444,28.640
2001-01-19 12:00:00,11.444,27.740
2001-01-19 12:00:00,4.944,25.040
2001-01-19 12:00:00,4.944,24.740
2001-01-19 12:00:00,11.444,23.140
2001-01-19 12:00:00,11.444,21.140
2001-01-19 12:00:00,11.444,20.840
2001-01-19 12:00:00,11.444,18.840
2001-01-19 12:00:00,11.389,18.540
2001-01-19 12:00:00,11.444,17.840
2001-01-19 12:00:00,11.444,15.540
2001-01-19 12:00:00,8.167,15.540
2001-01-19 12:00:00,11.444,14.940
2001-01-19 12:00:00,11.500,13.940
2001-01-19 12:00:00,11.500,11.940
2001-01-19 12:00:00,11.444,10.640
2001-01-19 12:00:00,11.500,9.640
2001-01-19 12:00:00,11.444,8.640
2001-01-19 12:00:00,11.444,8.640
2001-01-19 12:00:00,11.500,8.340
2001-01-19 12:00:00,10.444,8.040
2001-01-19 12:00:00,11.500,8.040
2001-01-19 12:00:00,11.556,4.740
2001-01-19 12:00:00,11.500,4.740
2001-01-19 12:00:00,10.667,3.740
2001-01-19 12:00:00,11.444,3.740
2001-01-19 12:00:00,11.556,3.440
2001-01-19 12:00:00,10.722,0.440
2001-01-19 12:00:00,11.444,0.440
2001-01-19 12:00:00,11.500,0.440
2001-01-19 12:00:00,11.556,0.140
2001-01-19 12:00:00,11.444,0.140
2001-01-19 12:00:00,11.556,0.140
2001-01-19 12:00:00,11.667,0.140
2001-02-15 12:00:00,9.944,315.930
2001-02-15 12:00:00,10.000,313.630
2001-02-15 12:00:00,10.000,309.430
2001-02-15 12:00:00,10.000,305.830
2001-02-15 12:00:00,10.056,295.930
2001-02-15 12:00:00,10.056,295.030
2001-02-15 12:00:00,10.056,292.630
2001-02-15 12:00:00,10.167,279.930
2001-02-15 12:00:00,10.167,270.730
2001-02-15 12:00:00,10.222,265.830
2001-02-15 12:00:00,10.389,257.530
2001-02-15 12:00:00,10.444,246.730
2001-02-15 12:00:00,8.944,245.430
2001-02-15 12:00:00,10.444,243.430
2001-02-15 12:00:00,10.444,238.530
2001-02-15 12:00:00,10.500,237.930
2001-02-15 12:00:00,8.944,235.930
2001-02-15 12:00:00,10.556,226.730
